,bayid,deviceid,description1,disabilityext1,duration1,effectiveonph1,endtime1,exemption1,fromday1,starttime1,today1,typedesc1,description2,disabilityext2,duration2,effectiveonph2,endtime2,exemption2,fromday2,starttime2,today2,typedesc2,description3,disabilityext3,duration3,effectiveonph3,endtime3,fromday3,starttime3,today3,typedesc3,description4,description5,description6,disabilityext4,disabilityext5,disabilityext6,duration4,duration5,duration6,effectiveonph4,effectiveonph5,effectiveonph6,endtime4,endtime5,endtime6,fromday4,fromday5,fromday6,starttime4,starttime5,starttime6,today4,today5,today6,typedesc4,typedesc5,typedesc6,exemption4,exemption5,exemption3,db_read_time
2209,4389,25803,2P M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2210,5517,28753,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2211,5538,28752,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2212,2654,25006,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2213,2415,26897,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2214,5066,27368,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2215,6661,29069,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2216,4265,28671,2P TKT A M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Ticket A,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2217,4390,24275,2P M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2218,3088,25087,1P RPA M-SUN 7:30-23:00,120,60,0,23:00:00,Residents Permit Accepted,1,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2219,4833,21794,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2220,4657,29070,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2221,4610,28306,3P TKT A M-F 7:30-18:30,360,180,0,18:30:00,,1,07:30:00,5,3P Ticket A,3P TKT A SAT 7:30-12:30,360,180,0,12:30:00,,6,07:30:00,6,3P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2222,7853,23547,1/2P MTR M-SAT 7.30 TO 18.30,60,30,0,18:30:00,,1,07:30:00,6,1/2P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2223,6004,23995,LZ 15M M-SUN 7:30-19:30,0,15,0,19:30:00,,1,07:30:00,0,Loading Zone 15M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2224,1504,28328,1P Meter 6.00-16.30,120,60,1,16:30:00,,1,06:00:00,0,1P Meter,1P MTR < > 6.30PM - 11.00PM,120,60,1,23:00:00,,1,18:30:00,0,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2225,4391,25980,2P M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2226,6822,23175,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2227,3904,26725,1P MTR M-SA 7.30AM-11PM,120,60,0,23:00:00,,1,07:30:00,6,1P Meter,1P SUN 7.30AM-11PM,120,60,0,23:00:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2228,2130,25722,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2229,1184,26006,2P MTR M-F 10:00-16:00,240,120,0,16:00:00,,1,10:00:00,5,2P Meter,2P MTR M-F 19:00-20:30,240,120,0,20:30:00,,1,19:00:00,5,2P Meter,2P MTR SAT 7:30-20:30,240,120,0,20:30:00,6,07:30:00,6,2P Meter,2P SUN 7:30-18:30,,,240,,,120,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,2P,,,,,,2021-08-02 20:40:13.189735
2230,3071,26318,1P M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P,2P SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2231,3899,24212,1P MTR M-SA 7.30AM-11PM,120,60,0,23:00:00,,1,07:30:00,6,1P Meter,1P SUN 7.30AM-11PM,120,60,0,23:00:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2232,3044,30158,1/2P M-SUN 7:30AM-11PM,60,30,0,23:00:00,,1,07:30:00,0,1/2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2233,6710,24334,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,1,18:30:00,6,2P,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
2234,680,26508,1P MTR M-F 9:30-18:30,120,60,0,18:30:00,,1,09:30:00,5,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P MTR Sat 7.30am to 6.30pm,120,60,0,18:30:00,6,07:30:00,6,1P Meter,1P SUN 7:30-18:30,,,120,,,60,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,1P,,,,,,2021-08-02 20:40:13.189735
2235,5059,27146,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2236,792,26817,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2237,2165,27582,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,2P SUN 7:30-18:30,240,120,0,18:30:00,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2238,6826,26692,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2239,4392,25162,2P M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2240,6331,24828,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2241,5600,26699,2P MTR M-F 9:30-18:30,240,120,0,18:30:00,,1,09:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2242,3493,26682,LZ 30MINS -722 - M-F 7.30-19.30,0,30,0,19:30:00,,1,07:30:00,5,Loading Zone 30M 722,2P SAT 7:30-19:30,240,120,0,19:30:00,,6,07:30:00,6,2P,2P SUN 7:30-18:30,240,120,0,18:30:00,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2243,8290,26759,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2244,836,24500,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2245,4652,28704,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,1P MTR SAT 7:30-12:30,120,60,0,12:30:00,,6,07:30:00,6,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2246,4831,21792,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2247,3375,24364,4P RPA M-F 7:30-18:30,480,240,0,18:30:00,Residents Permit Accepted,1,07:30:00,5,4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2248,3261,24357,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2249,4651,28913,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2250,4818,28578,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2251,4654,28915,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2252,4830,21791,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2253,2261,25724,LZ 30MINS -722 - M-F 7.30-19.30,0,30,0,19:30:00,,1,07:30:00,5,Loading Zone 30M 722,2P MTR SAT 7:30-20:30,240,120,0,20:30:00,,6,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2254,4661,27354,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2255,4659,21431,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2256,8555,27706,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2257,8534,27695,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2258,8842,29115,P/10 Mins M-F 00:00-7:30,0,10,1,07:30:00,,1,00:00:00,5,P/ 10 Min,P/ 10 Mins M-F 16:00 - 11:59,0,10,1,23:59:59,,1,16:00:00,5,P/ 10 Min,P/ 10 Mins Sa-Su 00:00 - 11:59,0,10,1,23:59:59,6,00:00:00,0,P/ 10 Min,1P MTR M-F 7:30-16:00,,,120,,,60,,,0,,,16:00:00,,,1,,,07:30:00,,,5,,,1P Meter,,,,,,2021-08-02 20:40:13.189735
2259,5547,28751,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2260,6361,29999,LZ 15M M-F 7:30-18:30,0,15,0,18:30:00,,1,07:30:00,5,Loading Zone 15M,1P SAT-SUN 7:30-18:30,120,60,0,18:30:00,,6,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2261,8557,27707,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2262,1495,30496,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2263,8925,29817,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2264,4822,21783,1P MTR M-F 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,5,1P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2265,8561,27709,2P RPA 1B Tuesday 10am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,2,10:00:00,2,2P,2P RPA 1B Wed-Mon 7:30am-11pm,240,120,0,23:00:00,Resident Permit Area 1B,3,07:30:00,1,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2266,9012,29969,3P MTR M-F 7.30AM - 6.30PM,360,180,0,18:30:00,,1,07:30:00,5,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2267,4650,28912,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2268,8884,29725,3P M-F 7:30-18:30,360,180,0,18:30:00,,1,07:30:00,5,3P,3P SAT 7:30-12:30,360,180,0,12:30:00,,6,07:30:00,6,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2269,3948,30009,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2270,1746,26340,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2271,3566,27230,3P MTR M-SAT 7:30-20:30,360,180,0,20:30:00,,1,07:30:00,6,3P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2272,8544,27700,2P RPA 1B 7:30-23:00 M-SUN,240,120,1,23:00:00,Resident Permit Area 1B,1,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2273,1737,26202,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2274,2428,30007,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2275,791,26813,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 6:30PM-8:30PM,240,120,0,20:30:00,,1,18:30:00,6,2P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2276,6860,22277,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2277,5564,28513,2P MTR M-F 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,5,2P Meter,2P MTR SAT 7:30-12:30,240,120,0,12:30:00,,6,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2278,3143,26548,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2279,2560,24153,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2280,1177,26389,2P MTR M-F 10:00-16:00,240,120,0,16:00:00,,1,10:00:00,5,2P Meter,2P MTR M-F 19:00-20:30,240,120,0,20:30:00,,1,19:00:00,5,2P Meter,2P MTR SAT 7:30-20:30,240,120,0,20:30:00,6,07:30:00,6,2P Meter,2P SUN 7:30-18:30,,,240,,,120,,,0,,,18:30:00,,,0,,,07:30:00,,,0,,,2P,,,,,,2021-08-02 20:40:13.189735
2281,6866,20840,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2282,1239,26384,1P MTR M-F 10:00-16:00,120,60,0,16:00:00,,1,10:00:00,5,1P Meter,2P MTR M-F 19:00-20:30,240,120,0,20:30:00,,1,19:00:00,5,2P Meter,1P MTR SAT 7.30-6.30PM,120,60,0,18:30:00,6,07:30:00,6,1P Meter,2P MTR SAT 6.30PM - 8.30PM,,,240,,,120,,,0,,,20:30:00,,,6,,,18:30:00,,,6,,,2P Meter,,,,,,2021-08-02 20:40:13.189735
2283,6868,20842,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2284,6869,20843,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2285,6870,20844,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2286,6871,20845,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2287,5109,28241,3P MTR M-SAT 7.30 - 18.30,360,180,0,18:30:00,,1,07:30:00,6,3P Meter,3P SUN 7:30-18:30,360,180,0,18:30:00,,0,07:30:00,0,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2288,6876,20850,4P TKT A M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Ticket A,4P TKT A SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Ticket A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2289,2573,26487,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2290,6416,28506,2P MTR M-SAT 7:30-18:30,240,120,0,18:30:00,,1,07:30:00,6,2P Meter,2P SUN 7:30-18:30,240,120,0,18:30:00,,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2291,2166,27583,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,2P MTR M-SAT 18.30 - 20.30,240,120,0,20:30:00,,1,18:30:00,6,2P,2P SUN 7:30-18:30,240,120,0,18:30:00,0,07:30:00,0,2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2292,7064,28526,1P MTR M-SAT 7:30-18:30,120,60,0,18:30:00,,1,07:30:00,6,1P Meter,1P SUN 7:30-18:30,120,60,0,18:30:00,,0,07:30:00,0,1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2293,6276,28969,P5 M-SUN 0:00-23:59,10,5,0,23:59:00,,1,00:00:00,0,P 05 Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2294,4029,25789,4P MTR M-F 7:30-18:30,480,240,0,18:30:00,,1,07:30:00,5,4P Meter,4P MTR SAT 7:30-12:30,480,240,0,12:30:00,,6,07:30:00,6,4P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
2295,2549,23757,2P MTR M-SAT 7:30-20:30,240,120,0,20:30:00,,1,07:30:00,6,2P Meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02 20:40:13.189735
